TimeInterval,RoadSection,Direction,VehicleType,TrafficVolume,PCU
2024-02-27 15:35,羅東交流道-蘇澳交流道,北上,大客車,4,
2024-02-27 15:35,羅東交流道-蘇澳交流道,北上,大貨車,0,
2024-02-27 15:35,羅東交流道-蘇澳交流道,北上,聯結車,5,92.6
2024-02-27 15:35,石碇交流道-頭城交流道,南下,小客車,33,
2024-02-27 15:35,石碇交流道-頭城交流道,南下,小貨車,6,
2024-02-27 15:35,石碇交流道-頭城交流道,南下,大客車,0,
2024-02-27 15:35,石碇交流道-頭城交流道,南下,大貨車,0,
2024-02-27 15:35,石碇交流道-頭城交流道,南下,聯結車,0,39.0
2024-02-27 15:35,石碇交流道-頭城交流道,北上,小客車,20,
2024-02-27 15:35,石碇交流道-頭城交流道,北上,小貨車,11,
2024-02-27 15:35,石碇交流道-頭城交流道,北上,大客車,0,
2024-02-27 15:35,石碇交流道-頭城交流道,北上,大貨車,0,
2024-02-27 15:35,石碇交流道-頭城交流道,北上,聯結車,5,38.0
