TimeInterval,GantryID,Direction,VehicleType,TrafficVolume,PCU
2024-02-27 15:35,萬芳-木柵,E,小客車,103,
2024-02-27 15:35,萬芳-木柵,E,小貨車,42,
2024-02-27 15:35,萬芳-木柵,E,大客車,3,
2024-02-27 15:35,萬芳-木柵,E,大貨車,5,
2024-02-27 15:35,萬芳-木柵,E,聯結車,1,157.6
2024-02-27 15:35,基金-瑪東系統,南下,小客車,43,
2024-02-27 15:35,基金-瑪東系統,南下,小貨車,14,
2024-02-27 15:35,基金-瑪東系統,南下,大客車,0,
2024-02-27 15:35,基金-瑪東系統,南下,大貨車,3,
2024-02-27 15:35,基金-瑪東系統,南下,聯結車,30,103.19999999999999
2024-02-27 15:35,瑪東系統-基金,北上,小客車,63,
2024-02-27 15:35,瑪東系統-基金,北上,小貨車,27,
2024-02-27 15:35,瑪東系統-基金,北上,大客車,2,
2024-02-27 15:35,瑪東系統-基金,北上,大貨車,3,
2024-02-27 15:35,瑪東系統-基金,北上,聯結車,20,125.0
2024-02-27 15:35,汐止系統-瑪東系統,北上,小客車,56,
2024-02-27 15:35,汐止系統-瑪東系統,北上,小貨車,20,
2024-02-27 15:35,汐止系統-瑪東系統,北上,大客車,3,
2024-02-27 15:35,汐止系統-瑪東系統,北上,大貨車,5,
2024-02-27 15:35,汐止系統-瑪東系統,北上,聯結車,12,104.0
2024-02-27 15:35,瑪東系統-汐止系統,南下,小客車,54,
2024-02-27 15:35,瑪東系統-汐止系統,南下,小貨車,24,
2024-02-27 15:35,瑪東系統-汐止系統,南下,大客車,1,
2024-02-27 15:35,瑪東系統-汐止系統,南下,大貨車,2,
2024-02-27 15:35,瑪東系統-汐止系統,南下,聯結車,9,94.8
2024-02-27 15:35,新台五路-汐止系統,北上,小客車,124,
2024-02-27 15:35,新台五路-汐止系統,北上,小貨車,60,
2024-02-27 15:35,新台五路-汐止系統,北上,大客車,1,
2024-02-27 15:35,新台五路-汐止系統,北上,大貨車,4,
2024-02-27 15:35,新台五路-汐止系統,北上,聯結車,9,203.6
2024-02-27 15:35,汐止系統-新台五路,南下,小客車,128,
2024-02-27 15:35,汐止系統-新台五路,南下,小貨車,60,
2024-02-27 15:35,汐止系統-新台五路,南下,大客車,2,
2024-02-27 15:35,汐止系統-新台五路,南下,大貨車,9,
2024-02-27 15:35,汐止系統-新台五路,南下,聯結車,11,218.8
2024-02-27 15:35,新台五路-南港,南下,小客車,157,
2024-02-27 15:35,新台五路-南港,南下,小貨車,66,
2024-02-27 15:35,新台五路-南港,南下,大客車,2,
2024-02-27 15:35,新台五路-南港,南下,大貨車,3,
2024-02-27 15:35,新台五路-南港,南下,聯結車,8,241.2
2024-02-27 15:35,南港-新台五路,北上,小客車,156,
2024-02-27 15:35,南港-新台五路,北上,小貨車,75,
2024-02-27 15:35,南港-新台五路,北上,大客車,0,
2024-02-27 15:35,南港-新台五路,北上,大貨車,14,
2024-02-27 15:35,南港-新台五路,北上,聯結車,9,263.2
2024-02-27 15:35,南港系統&南深路北上出口匝道-南港,北上,小客車,193,
2024-02-27 15:35,南港系統&南深路北上出口匝道-南港,北上,小貨車,84,
2024-02-27 15:35,南港系統&南深路北上出口匝道-南港,北上,大客車,5,
2024-02-27 15:35,南港系統&南深路北上出口匝道-南港,北上,大貨車,8,
2024-02-27 15:35,南港系統&南深路北上出口匝道-南港,北上,聯結車,9,307.8
2024-02-27 15:35,南港-南港系統,南下,小客車,230,
2024-02-27 15:35,南港-南港系統,南下,小貨車,89,
2024-02-27 15:35,南港-南港系統,南下,大客車,0,
2024-02-27 15:35,南港-南港系統,南下,大貨車,7,
2024-02-27 15:35,南港-南港系統,南下,聯結車,9,341.4
2024-02-27 15:35,木柵-南港系統&南深路北上出口匝道,北上,小客車,160,
2024-02-27 15:35,木柵-南港系統&南深路北上出口匝道,北上,小貨車,80,
2024-02-27 15:35,木柵-南港系統&南深路北上出口匝道,北上,大客車,3,
2024-02-27 15:35,木柵-南港系統&南深路北上出口匝道,北上,大貨車,9,
2024-02-27 15:35,木柵-南港系統&南深路北上出口匝道,北上,聯結車,6,265.2
2024-02-27 15:35,南港系統-木柵,南下,小客車,216,
2024-02-27 15:35,南港系統-木柵,南下,小貨車,101,
2024-02-27 15:35,南港系統-木柵,南下,大客車,7,
2024-02-27 15:35,南港系統-木柵,南下,大貨車,10,
2024-02-27 15:35,南港系統-木柵,南下,聯結車,11,356.2
2024-02-27 15:35,新店-木柵,北上,小客車,166,
2024-02-27 15:35,新店-木柵,北上,小貨車,75,
2024-02-27 15:35,新店-木柵,北上,大客車,1,
2024-02-27 15:35,新店-木柵,北上,大貨車,11,
2024-02-27 15:35,新店-木柵,北上,聯結車,6,266.2
2024-02-27 15:35,木柵-新店,南下,小客車,199,
2024-02-27 15:35,木柵-新店,南下,小貨車,90,
2024-02-27 15:35,木柵-新店,南下,大客車,3,
2024-02-27 15:35,木柵-新店,南下,大貨車,10,
2024-02-27 15:35,木柵-新店,南下,聯結車,10,321.2
2024-02-27 15:35,安坑-新店,北上,小客車,140,
2024-02-27 15:35,安坑-新店,北上,小貨車,88,
2024-02-27 15:35,安坑-新店,北上,大客車,2,
2024-02-27 15:35,安坑-新店,北上,大貨車,9,
2024-02-27 15:35,安坑-新店,北上,聯結車,16,265.8
2024-02-27 15:35,新店-安坑,南下,小客車,209,
2024-02-27 15:35,新店-安坑,南下,小貨車,77,
2024-02-27 15:35,新店-安坑,南下,大客車,0,
2024-02-27 15:35,新店-安坑,南下,大貨車,11,
2024-02-27 15:35,新店-安坑,南下,聯結車,10,315.4
2024-02-27 15:35,安坑-中和,南下,小客車,259,
2024-02-27 15:35,安坑-中和,南下,小貨車,118,
2024-02-27 15:35,安坑-中和,南下,大客車,4,
2024-02-27 15:35,安坑-中和,南下,大貨車,15,
2024-02-27 15:35,安坑-中和,南下,聯結車,13,421.8
2024-02-27 15:35,中和-安坑,北上,小客車,225,
2024-02-27 15:35,中和-安坑,北上,小貨車,114,
2024-02-27 15:35,中和-安坑,北上,大客車,8,
2024-02-27 15:35,中和-安坑,北上,大貨車,16,
2024-02-27 15:35,中和-安坑,北上,聯結車,16,395.0
2024-02-27 15:35,土城-中和,北上,小客車,301,
2024-02-27 15:35,土城-中和,北上,小貨車,118,
2024-02-27 15:35,土城-中和,北上,大客車,4,
2024-02-27 15:35,土城-中和,北上,大貨車,18,
2024-02-27 15:35,土城-中和,北上,聯結車,12,466.6
2024-02-27 15:35,中和-土城,南下,小客車,270,
2024-02-27 15:35,中和-土城,南下,小貨車,141,
2024-02-27 15:35,中和-土城,南下,大客車,3,
2024-02-27 15:35,中和-土城,南下,大貨車,19,
2024-02-27 15:35,中和-土城,南下,聯結車,8,453.0
2024-02-27 15:35,樹林-土城,北上,小客車,353,
2024-02-27 15:35,樹林-土城,北上,小貨車,137,
2024-02-27 15:35,樹林-土城,北上,大客車,8,
2024-02-27 15:35,樹林-土城,北上,大貨車,24,
2024-02-27 15:35,樹林-土城,北上,聯結車,17,558.6
2024-02-27 15:35,土城-樹林,南下,小客車,354,
2024-02-27 15:35,土城-樹林,南下,小貨車,153,
2024-02-27 15:35,土城-樹林,南下,大客車,5,
2024-02-27 15:35,土城-樹林,南下,大貨車,15,
2024-02-27 15:35,土城-樹林,南下,聯結車,13,553.2
2024-02-27 15:35,三鶯-樹林,北上,小客車,294,
2024-02-27 15:35,三鶯-樹林,北上,小貨車,149,
2024-02-27 15:35,三鶯-樹林,北上,大客車,11,
2024-02-27 15:35,三鶯-樹林,北上,大貨車,23,
2024-02-27 15:35,三鶯-樹林,北上,聯結車,7,500.4
2024-02-27 15:35,樹林-三鶯,南下,小客車,292,
2024-02-27 15:35,樹林-三鶯,南下,小貨車,123,
2024-02-27 15:35,樹林-三鶯,南下,大客車,7,
2024-02-27 15:35,樹林-三鶯,南下,大貨車,26,
2024-02-27 15:35,樹林-三鶯,南下,聯結車,8,472.4
2024-02-27 15:35,鶯歌系統-三鶯,北上,小客車,307,
2024-02-27 15:35,鶯歌系統-三鶯,北上,小貨車,169,
2024-02-27 15:35,鶯歌系統-三鶯,北上,大客車,10,
2024-02-27 15:35,鶯歌系統-三鶯,北上,大貨車,32,
2024-02-27 15:35,鶯歌系統-三鶯,北上,聯結車,10,548.8
2024-02-27 15:35,三鶯-鶯歌系統,南下,小客車,314,
2024-02-27 15:35,三鶯-鶯歌系統,南下,小貨車,137,
2024-02-27 15:35,三鶯-鶯歌系統,南下,大客車,10,
2024-02-27 15:35,三鶯-鶯歌系統,南下,大貨車,25,
2024-02-27 15:35,三鶯-鶯歌系統,南下,聯結車,13,518.2
2024-02-27 15:35,大溪-鶯歌系統,北上,小客車,279,
2024-02-27 15:35,大溪-鶯歌系統,北上,小貨車,123,
2024-02-27 15:35,大溪-鶯歌系統,北上,大客車,17,
2024-02-27 15:35,大溪-鶯歌系統,北上,大貨車,31,
2024-02-27 15:35,大溪-鶯歌系統,北上,聯結車,18,494.4
2024-02-27 15:35,鶯歌系統-大溪,南下,小客車,242,
2024-02-27 15:35,鶯歌系統-大溪,南下,小貨車,94,
2024-02-27 15:35,鶯歌系統-大溪,南下,大客車,1,
2024-02-27 15:35,鶯歌系統-大溪,南下,大貨車,26,
2024-02-27 15:35,鶯歌系統-大溪,南下,聯結車,23,406.0
2024-02-27 15:35,龍潭-大溪,北上,小客車,239,
2024-02-27 15:35,龍潭-大溪,北上,小貨車,95,
2024-02-27 15:35,龍潭-大溪,北上,大客車,19,
2024-02-27 15:35,龍潭-大溪,北上,大貨車,12,
2024-02-27 15:35,龍潭-大溪,北上,聯結車,16,399.8
2024-02-27 15:35,大溪-龍潭,南下,小客車,184,
2024-02-27 15:35,大溪-龍潭,南下,小貨車,78,
2024-02-27 15:35,大溪-龍潭,南下,大客車,1,
2024-02-27 15:35,大溪-龍潭,南下,大貨車,17,
2024-02-27 15:35,大溪-龍潭,南下,聯結車,20,315.2
2024-02-27 15:35,高原-龍潭,北上,小客車,196,
2024-02-27 15:35,高原-龍潭,北上,小貨車,85,
2024-02-27 15:35,高原-龍潭,北上,大客車,13,
2024-02-27 15:35,高原-龍潭,北上,大貨車,12,
2024-02-27 15:35,高原-龍潭,北上,聯結車,15,337.0
2024-02-27 15:35,龍潭-高原,南下,小客車,155,
2024-02-27 15:35,龍潭-高原,南下,小貨車,58,
2024-02-27 15:35,龍潭-高原,南下,大客車,2,
2024-02-27 15:35,龍潭-高原,南下,大貨車,14,
2024-02-27 15:35,龍潭-高原,南下,聯結車,16,257.8
2024-02-27 15:35,關西服務區-高原,北上,小客車,200,
2024-02-27 15:35,關西服務區-高原,北上,小貨車,94,
2024-02-27 15:35,關西服務區-高原,北上,大客車,1,
2024-02-27 15:35,關西服務區-高原,北上,大貨車,13,
2024-02-27 15:35,關西服務區-高原,北上,聯結車,13,331.8
2024-02-27 15:35,高原-關西服務區,南下,小客車,143,
2024-02-27 15:35,高原-關西服務區,南下,小貨車,36,
2024-02-27 15:35,高原-關西服務區,南下,大客車,1,
2024-02-27 15:35,高原-關西服務區,南下,大貨車,14,
2024-02-27 15:35,高原-關西服務區,南下,聯結車,14,219.6
2024-02-27 15:35,關西-關西服務區,北上,小客車,199,
2024-02-27 15:35,關西-關西服務區,北上,小貨車,81,
2024-02-27 15:35,關西-關西服務區,北上,大客車,2,
2024-02-27 15:35,關西-關西服務區,北上,大貨車,16,
2024-02-27 15:35,關西-關西服務區,北上,聯結車,7,315.0
2024-02-27 15:35,關西服務區-關西,南下,小客車,137,
2024-02-27 15:35,關西服務區-關西,南下,小貨車,59,
2024-02-27 15:35,關西服務區-關西,南下,大客車,3,
2024-02-27 15:35,關西服務區-關西,南下,大貨車,18,
2024-02-27 15:35,關西服務區-關西,南下,聯結車,12,242.2
2024-02-27 15:35,竹林-關西,北上,小客車,196,
2024-02-27 15:35,竹林-關西,北上,小貨車,79,
2024-02-27 15:35,竹林-關西,北上,大客車,5,
2024-02-27 15:35,竹林-關西,北上,大貨車,14,
2024-02-27 15:35,竹林-關西,北上,聯結車,6,310.0
2024-02-27 15:35,關西-竹林,南下,小客車,150,
2024-02-27 15:35,關西-竹林,南下,小貨車,59,
2024-02-27 15:35,關西-竹林,南下,大客車,2,
2024-02-27 15:35,關西-竹林,南下,大貨車,19,
2024-02-27 15:35,關西-竹林,南下,聯結車,10,252.4
2024-02-27 15:35,寶山-竹林,北上,小客車,170,
2024-02-27 15:35,寶山-竹林,北上,小貨車,82,
2024-02-27 15:35,寶山-竹林,北上,大客車,7,
2024-02-27 15:35,寶山-竹林,北上,大貨車,19,
2024-02-27 15:35,寶山-竹林,北上,聯結車,11,303.8
2024-02-27 15:35,竹林-寶山,南下,小客車,121,
2024-02-27 15:35,竹林-寶山,南下,小貨車,55,
2024-02-27 15:35,竹林-寶山,南下,大客車,6,
2024-02-27 15:35,竹林-寶山,南下,大貨車,22,
2024-02-27 15:35,竹林-寶山,南下,聯結車,23,247.39999999999998
2024-02-27 15:35,新竹系統-寶山,北上,小客車,173,
2024-02-27 15:35,新竹系統-寶山,北上,小貨車,72,
2024-02-27 15:35,新竹系統-寶山,北上,大客車,5,
2024-02-27 15:35,新竹系統-寶山,北上,大貨車,22,
2024-02-27 15:35,新竹系統-寶山,北上,聯結車,19,309.4
2024-02-27 15:35,寶山-新竹系統,南下,小客車,113,
2024-02-27 15:35,寶山-新竹系統,南下,小貨車,49,
2024-02-27 15:35,寶山-新竹系統,南下,大客車,8,
2024-02-27 15:35,寶山-新竹系統,南下,大貨車,26,
2024-02-27 15:35,寶山-新竹系統,南下,聯結車,17,233.39999999999998
2024-02-27 15:35,茄苳-新竹系統,北上,小客車,218,
2024-02-27 15:35,茄苳-新竹系統,北上,小貨車,69,
2024-02-27 15:35,茄苳-新竹系統,北上,大客車,6,
2024-02-27 15:35,茄苳-新竹系統,北上,大貨車,29,
2024-02-27 15:35,茄苳-新竹系統,北上,聯結車,15,357.0
2024-02-27 15:35,新竹系統-茄苳,南下,小客車,151,
2024-02-27 15:35,新竹系統-茄苳,南下,小貨車,66,
2024-02-27 15:35,新竹系統-茄苳,南下,大客車,5,
2024-02-27 15:35,新竹系統-茄苳,南下,大貨車,29,
2024-02-27 15:35,新竹系統-茄苳,南下,聯結車,27,302.4
2024-02-27 15:35,香山-茄苳,北上,小客車,173,
2024-02-27 15:35,香山-茄苳,北上,小貨車,58,
2024-02-27 15:35,香山-茄苳,北上,大客車,1,
2024-02-27 15:35,香山-茄苳,北上,大貨車,24,
2024-02-27 15:35,香山-茄苳,北上,聯結車,15,287.0
2024-02-27 15:35,茄苳-香山,南下,小客車,121,
2024-02-27 15:35,茄苳-香山,南下,小貨車,63,
2024-02-27 15:35,茄苳-香山,南下,大客車,2,
2024-02-27 15:35,茄苳-香山,南下,大貨車,25,
2024-02-27 15:35,茄苳-香山,南下,聯結車,22,252.6
2024-02-27 15:35,西濱-香山,北上,小客車,161,
2024-02-27 15:35,西濱-香山,北上,小貨車,57,
2024-02-27 15:35,西濱-香山,北上,大客車,5,
2024-02-27 15:35,西濱-香山,北上,大貨車,16,
2024-02-27 15:35,西濱-香山,北上,聯結車,17,271.2
2024-02-27 15:35,香山-西濱,南下,小客車,136,
2024-02-27 15:35,香山-西濱,南下,小貨車,58,
2024-02-27 15:35,香山-西濱,南下,大客車,3,
2024-02-27 15:35,香山-西濱,南下,大貨車,32,
2024-02-27 15:35,香山-西濱,南下,聯結車,12,259.8
2024-02-27 15:35,竹南-西濱,北上,小客車,124,
2024-02-27 15:35,竹南-西濱,北上,小貨車,52,
2024-02-27 15:35,竹南-西濱,北上,大客車,4,
2024-02-27 15:35,竹南-西濱,北上,大貨車,19,
2024-02-27 15:35,竹南-西濱,北上,聯結車,16,230.6
2024-02-27 15:35,西濱-竹南,南下,小客車,105,
2024-02-27 15:35,西濱-竹南,南下,小貨車,48,
2024-02-27 15:35,西濱-竹南,南下,大客車,1,
2024-02-27 15:35,西濱-竹南,南下,大貨車,30,
2024-02-27 15:35,西濱-竹南,南下,聯結車,17,220.2
2024-02-27 15:35,大山-竹南,北上,小客車,129,
2024-02-27 15:35,大山-竹南,北上,小貨車,54,
2024-02-27 15:35,大山-竹南,北上,大客車,4,
2024-02-27 15:35,大山-竹南,北上,大貨車,21,
2024-02-27 15:35,大山-竹南,北上,聯結車,9,230.6
2024-02-27 15:35,竹南-大山,南下,小客車,97,
2024-02-27 15:35,竹南-大山,南下,小貨車,50,
2024-02-27 15:35,竹南-大山,南下,大客車,1,
2024-02-27 15:35,竹南-大山,南下,大貨車,39,
2024-02-27 15:35,竹南-大山,南下,聯結車,23,235.2
2024-02-27 15:35,後龍-大山,北上,小客車,126,
2024-02-27 15:35,後龍-大山,北上,小貨車,60,
2024-02-27 15:35,後龍-大山,北上,大客車,0,
2024-02-27 15:35,後龍-大山,北上,大貨車,30,
2024-02-27 15:35,後龍-大山,北上,聯結車,13,246.2
2024-02-27 15:35,大山-後龍,南下,小客車,115,
2024-02-27 15:35,大山-後龍,南下,小貨車,43,
2024-02-27 15:35,大山-後龍,南下,大客車,4,
2024-02-27 15:35,大山-後龍,南下,大貨車,30,
2024-02-27 15:35,大山-後龍,南下,聯結車,23,237.8
2024-02-27 15:35,西湖服務區-後龍,北上,小客車,106,
2024-02-27 15:35,西湖服務區-後龍,北上,小貨車,54,
2024-02-27 15:35,西湖服務區-後龍,北上,大客車,2,
2024-02-27 15:35,西湖服務區-後龍,北上,大貨車,18,
2024-02-27 15:35,西湖服務區-後龍,北上,聯結車,8,199.2
2024-02-27 15:35,後龍-西湖服務區,南下,小客車,111,
2024-02-27 15:35,後龍-西湖服務區,南下,小貨車,63,
2024-02-27 15:35,後龍-西湖服務區,南下,大客車,12,
2024-02-27 15:35,後龍-西湖服務區,南下,大貨車,22,
2024-02-27 15:35,後龍-西湖服務區,南下,聯結車,22,252.39999999999998
2024-02-27 15:35,通霄-西湖服務區,北上,小客車,125,
2024-02-27 15:35,通霄-西湖服務區,北上,小貨車,64,
2024-02-27 15:35,通霄-西湖服務區,北上,大客車,0,
2024-02-27 15:35,通霄-西湖服務區,北上,大貨車,18,
2024-02-27 15:35,通霄-西湖服務區,北上,聯結車,11,229.6
2024-02-27 15:35,西湖服務區-通霄,南下,小客車,94,
2024-02-27 15:35,西湖服務區-通霄,南下,小貨車,51,
2024-02-27 15:35,西湖服務區-通霄,南下,大客車,1,
2024-02-27 15:35,西湖服務區-通霄,南下,大貨車,25,
2024-02-27 15:35,西湖服務區-通霄,南下,聯結車,25,216.39999999999998
2024-02-27 15:35,苑裡-通霄,北上,小客車,93,
2024-02-27 15:35,苑裡-通霄,北上,小貨車,59,
2024-02-27 15:35,苑裡-通霄,北上,大客車,1,
2024-02-27 15:35,苑裡-通霄,北上,大貨車,15,
2024-02-27 15:35,苑裡-通霄,北上,聯結車,6,182.8
2024-02-27 15:35,通霄-苑裡,南下,小客車,89,
2024-02-27 15:35,通霄-苑裡,南下,小貨車,34,
2024-02-27 15:35,通霄-苑裡,南下,大客車,5,
2024-02-27 15:35,通霄-苑裡,南下,大貨車,24,
2024-02-27 15:35,通霄-苑裡,南下,聯結車,17,187.39999999999998
2024-02-27 15:35,大甲-苑裡,北上,小客車,113,
2024-02-27 15:35,大甲-苑裡,北上,小貨車,59,
2024-02-27 15:35,大甲-苑裡,北上,大客車,10,
2024-02-27 15:35,大甲-苑裡,北上,大貨車,20,
2024-02-27 15:35,大甲-苑裡,北上,聯結車,14,233.6
2024-02-27 15:35,苑裡-大甲,南下,小客車,94,
2024-02-27 15:35,苑裡-大甲,南下,小貨車,57,
2024-02-27 15:35,苑裡-大甲,南下,大客車,3,
2024-02-27 15:35,苑裡-大甲,南下,大貨車,24,
2024-02-27 15:35,苑裡-大甲,南下,聯結車,11,204.2
2024-02-27 15:35,中港系統-大甲,北上,小客車,146,
2024-02-27 15:35,中港系統-大甲,北上,小貨車,68,
2024-02-27 15:35,中港系統-大甲,北上,大客車,9,
2024-02-27 15:35,中港系統-大甲,北上,大貨車,22,
2024-02-27 15:35,中港系統-大甲,北上,聯結車,14,277.0
2024-02-27 15:35,大甲-中港系統,南下,小客車,133,
2024-02-27 15:35,大甲-中港系統,南下,小貨車,75,
2024-02-27 15:35,大甲-中港系統,南下,大客車,5,
2024-02-27 15:35,大甲-中港系統,南下,大貨車,36,
2024-02-27 15:35,大甲-中港系統,南下,聯結車,20,293.4
2024-02-27 15:35,清水服務區-中港系統,北上,小客車,123,
2024-02-27 15:35,清水服務區-中港系統,北上,小貨車,55,
2024-02-27 15:35,清水服務區-中港系統,北上,大客車,8,
2024-02-27 15:35,清水服務區-中港系統,北上,大貨車,22,
2024-02-27 15:35,清水服務區-中港系統,北上,聯結車,7,229.8
2024-02-27 15:35,中港系統-清水服務區,南下,小客車,117,
2024-02-27 15:35,中港系統-清水服務區,南下,小貨車,54,
2024-02-27 15:35,中港系統-清水服務區,南下,大客車,3,
2024-02-27 15:35,中港系統-清水服務區,南下,大貨車,31,
2024-02-27 15:35,中港系統-清水服務區,南下,聯結車,23,250.8
2024-02-27 15:35,沙鹿-清水服務區,北上,小客車,130,
2024-02-27 15:35,沙鹿-清水服務區,北上,小貨車,57,
2024-02-27 15:35,沙鹿-清水服務區,北上,大客車,2,
2024-02-27 15:35,沙鹿-清水服務區,北上,大貨車,18,
2024-02-27 15:35,沙鹿-清水服務區,北上,聯結車,6,223.4
2024-02-27 15:35,清水服務區-沙鹿,南下,小客車,118,
2024-02-27 15:35,清水服務區-沙鹿,南下,小貨車,55,
2024-02-27 15:35,清水服務區-沙鹿,南下,大客車,2,
2024-02-27 15:35,清水服務區-沙鹿,南下,大貨車,20,
2024-02-27 15:35,清水服務區-沙鹿,南下,聯結車,12,220.6
2024-02-27 15:35,龍井-沙鹿,北上,小客車,123,
2024-02-27 15:35,龍井-沙鹿,北上,小貨車,61,
2024-02-27 15:35,龍井-沙鹿,北上,大客車,5,
2024-02-27 15:35,龍井-沙鹿,北上,大貨車,23,
2024-02-27 15:35,龍井-沙鹿,北上,聯結車,19,249.8
2024-02-27 15:35,沙鹿-龍井,南下,小客車,122,
2024-02-27 15:35,沙鹿-龍井,南下,小貨車,54,
2024-02-27 15:35,沙鹿-龍井,南下,大客車,1,
2024-02-27 15:35,沙鹿-龍井,南下,大貨車,23,
2024-02-27 15:35,沙鹿-龍井,南下,聯結車,17,233.4
2024-02-27 15:35,和美-龍井,北上,小客車,151,
2024-02-27 15:35,和美-龍井,北上,小貨車,57,
2024-02-27 15:35,和美-龍井,北上,大客車,4,
2024-02-27 15:35,和美-龍井,北上,大貨車,17,
2024-02-27 15:35,和美-龍井,北上,聯結車,19,264.0
2024-02-27 15:35,龍井-和美,南下,小客車,134,
2024-02-27 15:35,龍井-和美,南下,小貨車,64,
2024-02-27 15:35,龍井-和美,南下,大客車,3,
2024-02-27 15:35,龍井-和美,南下,大貨車,20,
2024-02-27 15:35,龍井-和美,南下,聯結車,22,261.0
2024-02-27 15:35,彰化系統-和美,北上,小客車,178,
2024-02-27 15:35,彰化系統-和美,北上,小貨車,75,
2024-02-27 15:35,彰化系統-和美,北上,大客車,10,
2024-02-27 15:35,彰化系統-和美,北上,大貨車,39,
2024-02-27 15:35,彰化系統-和美,北上,聯結車,22,352.4
2024-02-27 15:35,和美-彰化系統,南下,小客車,155,
2024-02-27 15:35,和美-彰化系統,南下,小貨車,73,
2024-02-27 15:35,和美-彰化系統,南下,大客車,6,
2024-02-27 15:35,和美-彰化系統,南下,大貨車,28,
2024-02-27 15:35,和美-彰化系統,南下,聯結車,22,306.4
2024-02-27 15:35,彰化系統-快官,南下,小客車,165,
2024-02-27 15:35,彰化系統-快官,南下,小貨車,78,
2024-02-27 15:35,彰化系統-快官,南下,大客車,5,
2024-02-27 15:35,彰化系統-快官,南下,大貨車,31,
2024-02-27 15:35,彰化系統-快官,南下,聯結車,16,315.8
2024-02-27 15:35,快官-彰化系統,北上,小客車,128,
2024-02-27 15:35,快官-彰化系統,北上,小貨車,67,
2024-02-27 15:35,快官-彰化系統,北上,大客車,10,
2024-02-27 15:35,快官-彰化系統,北上,大貨車,23,
2024-02-27 15:35,快官-彰化系統,北上,聯結車,15,262.2
2024-02-27 15:35,烏日-快官,北上,小客車,174,
2024-02-27 15:35,烏日-快官,北上,小貨車,90,
2024-02-27 15:35,烏日-快官,北上,大客車,12,
2024-02-27 15:35,烏日-快官,北上,大貨車,20,
2024-02-27 15:35,烏日-快官,北上,聯結車,10,322.8
2024-02-27 15:35,快官-烏日,南下,小客車,190,
2024-02-27 15:35,快官-烏日,南下,小貨車,87,
2024-02-27 15:35,快官-烏日,南下,大客車,0,
2024-02-27 15:35,快官-烏日,南下,大貨車,20,
2024-02-27 15:35,快官-烏日,南下,聯結車,17,328.8
2024-02-27 15:35,中投-烏日,北上,小客車,188,
2024-02-27 15:35,中投-烏日,北上,小貨車,95,
2024-02-27 15:35,中投-烏日,北上,大客車,12,
2024-02-27 15:35,中投-烏日,北上,大貨車,16,
2024-02-27 15:35,中投-烏日,北上,聯結車,6,330.6
2024-02-27 15:35,烏日-中投,南下,小客車,194,
2024-02-27 15:35,烏日-中投,南下,小貨車,90,
2024-02-27 15:35,烏日-中投,南下,大客車,2,
2024-02-27 15:35,烏日-中投,南下,大貨車,16,
2024-02-27 15:35,烏日-中投,南下,聯結車,7,319.0
2024-02-27 15:35,霧峰-中投,北上,小客車,196,
2024-02-27 15:35,霧峰-中投,北上,小貨車,88,
2024-02-27 15:35,霧峰-中投,北上,大客車,12,
2024-02-27 15:35,霧峰-中投,北上,大貨車,19,
2024-02-27 15:35,霧峰-中投,北上,聯結車,10,341.4
2024-02-27 15:35,中投-霧峰,南下,小客車,191,
2024-02-27 15:35,中投-霧峰,南下,小貨車,91,
2024-02-27 15:35,中投-霧峰,南下,大客車,3,
2024-02-27 15:35,中投-霧峰,南下,大貨車,21,
2024-02-27 15:35,中投-霧峰,南下,聯結車,8,326.8
2024-02-27 15:35,霧峰系統-霧峰,北上,小客車,282,
2024-02-27 15:35,霧峰系統-霧峰,北上,小貨車,125,
2024-02-27 15:35,霧峰系統-霧峰,北上,大客車,7,
2024-02-27 15:35,霧峰系統-霧峰,北上,大貨車,24,
2024-02-27 15:35,霧峰系統-霧峰,北上,聯結車,11,465.8
2024-02-27 15:35,霧峰-霧峰系統,南下,小客車,222,
2024-02-27 15:35,霧峰-霧峰系統,南下,小貨車,89,
2024-02-27 15:35,霧峰-霧峰系統,南下,大客車,3,
2024-02-27 15:35,霧峰-霧峰系統,南下,大貨車,28,
2024-02-27 15:35,霧峰-霧峰系統,南下,聯結車,9,367.0
2024-02-27 15:35,霧峰系統-草屯,南下,小客車,191,
2024-02-27 15:35,霧峰系統-草屯,南下,小貨車,82,
2024-02-27 15:35,霧峰系統-草屯,南下,大客車,17,
2024-02-27 15:35,霧峰系統-草屯,南下,大貨車,16,
2024-02-27 15:35,霧峰系統-草屯,南下,聯結車,12,336.0
2024-02-27 15:35,草屯-霧峰系統,北上,小客車,251,
2024-02-27 15:35,草屯-霧峰系統,北上,小貨車,113,
2024-02-27 15:35,草屯-霧峰系統,北上,大客車,10,
2024-02-27 15:35,草屯-霧峰系統,北上,大貨車,19,
2024-02-27 15:35,草屯-霧峰系統,北上,聯結車,11,420.0
2024-02-27 15:35,中興系統-草屯,北上,小客車,243,
2024-02-27 15:35,中興系統-草屯,北上,小貨車,95,
2024-02-27 15:35,中興系統-草屯,北上,大客車,11,
2024-02-27 15:35,中興系統-草屯,北上,大貨車,22,
2024-02-27 15:35,中興系統-草屯,北上,聯結車,13,402.4
2024-02-27 15:35,草屯-中興系統,南下,小客車,166,
2024-02-27 15:35,草屯-中興系統,南下,小貨車,73,
2024-02-27 15:35,草屯-中興系統,南下,大客車,9,
