設施名稱,里程K+000,位置座標X,位置座標Y
汐止端,13,121.6319309,25.06737036
堤頂交流道,18,121.5834144,25.06767048
下塔悠出口匝道,20,121.564183,25.0710913
環北交流道,25,121.5159356,25.0777018
五股轉接道,32,121.4482028,25.07155791
泰山轉接道,35,121.4200515,25.06432899
機場系統交流道,52,121.2761388,25.02101122
中壢轉接道,59,121.2256352,24.9778239
校前路交流道,70,121.1601152,24.90352459
楊梅端,71,121.1509276,24.90029254
