Date,Time,Class,RoadSection,Highway,Direction
2023-04-15,19:20,A2,南港系統交流道-石碇交流道,國道5號,N
2023-04-25,07:45,A2,汐止系統交流道-新台五路交流道,國道3號,N
2023-04-24,19:25,A2,瑪東系統交流道-汐止系統交流道,國道3號,N
2023-04-05,05:20,A2,梅山交流道-竹崎交流道,國道3號,S
2023-04-11,10:00,A2,梅山交流道-竹崎交流道,國道3號,N
2023-04-20,18:10,A2,斗六交流道-古坑系統交流道,國道3號,S
2023-04-22,16:40,A2,古坑交流道-梅山交流道,國道3號,N
2023-04-01,09:45,A2,中埔交流道-水上系統交流道,國道3號,S
2023-04-26,12:30,A2,水上系統交流道-白河交流道,國道3號,N
2023-04-28,16:05,A2,竹崎交流道-中埔交流道,國道3號,S
2023-04-01,14:05,A2,柳營交流道-烏山頭交流道,國道3號,S
2023-04-02,13:55,A2,官田系統交流道-善化交流道,國道3號,S
2023-04-04,15:25,A2,新化系統交流道-關廟交流道,國道3號,N
2023-04-19,07:05,A2,新化系統交流道-關廟交流道,國道3號,N
2023-04-30,09:20,A2,關廟交流道-田寮交流道,國道3號,N
2023-04-13,11:40,A2,烏山頭交流道-官田系統交流道,國道3號,S
2023-04-08,18:10,A2,安坑交流道-中和交流道,國道3號,N
2023-04-10,09:25,A2,土城交流道-樹林交流道,國道3號,N
2023-04-11,15:10,A2,三鶯交流道-鶯歌系統交流道,國道3號,S
2023-04-14,10:35,A2,中和交流道-土城交流道,國道3號,N
2023-04-16,16:35,A2,樹林交流道-三鶯交流道,國道3號,S
2023-04-16,19:20,A2,安坑交流道-中和交流道,國道3號,S
2023-04-17,10:10,A2,中和交流道-土城交流道,國道3號,N
2023-04-16,21:30,A2,中和交流道-土城交流道,國道3號,S
2023-04-17,21:15,A2,三鶯交流道-鶯歌系統交流道,國道3號,N
2023-04-20,18:20,A2,中和交流道-土城交流道,國道3號,S
2023-04-21,17:25,A2,中和交流道-土城交流道,國道3號,S
2023-04-25,18:30,A2,三鶯交流道-鶯歌系統交流道,國道3號,S
2023-04-28,19:25,A2,中和交流道-土城交流道,國道3號,N
2023-04-29,12:35,A2,中和交流道-土城交流道,國道3號,N
2023-04-29,12:00,A2,樹林交流道-三鶯交流道,國道3號,N
2023-04-30,10:30,A2,土城交流道-樹林交流道,國道3號,N
2023-04-30,14:25,A2,中和交流道-土城交流道,國道3號,N
2023-04-05,10:25,A2,中和交流道-土城交流道,國道3號,N
2023-04-09,16:50,A2,龍潭交流道-高原交流道,國道3號,N
2023-04-28,09:30,A2,鶯歌系統交流道-大溪交流道,國道3號,S
2023-04-06,01:05,A2,高原交流道-關西交流道,國道3號,S
2023-04-01,09:10,A2,關西交流道-竹林交流道,國道3號,S
2023-04-06,15:15,A2,關西交流道-竹林交流道,國道3號,N
2023-04-12,21:40,A2,茄苳交流道-香山交流道,國道3號,S
2023-04-12,09:50,A2,高原交流道-關西交流道,國道3號,S
2023-04-18,21:15,A2,茄苳交流道-香山交流道,國道3號,S
2023-04-26,20:30,A2,茄苳交流道-香山交流道,國道3號,S
2023-04-30,22:10,A2,關西交流道-竹林交流道,國道3號,N
2023-04-01,08:25,A2,田寮交流道-燕巢系統交流道,國道3號,S
2023-04-29,10:55,A2,田寮交流道-燕巢系統交流道,國道3號,S
2023-04-30,18:30,A2,田寮交流道-燕巢系統交流道,國道3號,S
2023-04-01,08:00,A2,崁頂交流道-南州交流道,國道3號,S
2023-04-04,00:20,A2,九如交流道-屏東交流道,國道3號,N
2023-04-13,18:10,A2,麟洛交流道-竹田系統交流道,國道3號,S
2023-04-15,13:45,A2,田寮交流道-燕巢系統交流道,國道3號,N
2023-04-06,14:40,A2,岡山交流道-楠梓交流道,國道1號,N
2023-04-07,03:25,A2,楠梓交流道-鼎金系統交流道,國道1號,N
2023-04-10,09:50,A2,高科交流道-岡山交流道,國道1號,S
2023-04-12,10:05,A2,岡山交流道-楠梓交流道,國道1號,N
2023-04-13,09:35,A2,楠梓交流道-鼎金系統交流道,國道1號,N
2023-04-14,10:40,A2,鼎金系統交流道-高雄交流道,國道1號,S
2023-04-15,14:00,A2,鼎金系統交流道-高雄交流道,國道1號,S
2023-04-17,00:50,A2,瑞隆路出口匝道-五甲系統交流道,國道1號,N
2023-04-17,11:05,A2,楠梓交流道-鼎金系統交流道,國道1號,N
2023-04-21,18:30,A2,高雄交流道-瑞隆路出口匝道,國道1號,N
2023-04-17,07:05,A2,高雄交流道-瑞隆路出口匝道,國道1號,N
2023-04-24,08:40,A2,鼎金系統交流道-高雄交流道,國道1號,N
2023-04-27,14:50,A2,鼎金系統交流道-高雄交流道,國道1號,S
2023-04-29,05:35,A2,鼎金系統交流道-高雄交流道,國道1號,N
2023-04-02,09:05,A2,台南系統交流道-永康交流道,國道1號,N
2023-04-03,12:20,A2,仁德系統交流道-路竹交流道,國道1號,S
2023-04-20,10:20,A2,安定交流道-台南系統交流道,國道1號,S
2023-04-22,10:45,A2,仁德系統交流道-路竹交流道,國道1號,S
2023-04-24,10:10,A2,台南系統交流道-永康交流道,國道1號,S
2023-04-23,18:30,A2,安定交流道-台南系統交流道,國道1號,S
2023-04-29,12:15,A2,仁德系統交流道-路竹交流道,國道1號,S
2023-04-10,23:35,A2,嘉義系統交流道-新營交流道,國道1號,N
2023-04-14,14:55,A2,嘉義系統交流道-新營交流道,國道1號,N
2023-04-19,17:40,A2,下營系統交流道-麻豆交流道,國道1號,N
2023-04-04,12:50,A2,新營交流道-下營系統交流道,國道1號,S
2023-04-25,21:20,A2,下營系統交流道-麻豆交流道,國道1號,N
2023-04-26,20:20,A2,嘉義交流道-水上交流道,國道1號,N
2023-04-27,11:30,A2,下營系統交流道-麻豆交流道,國道1號,N
2023-04-27,18:05,A2,下營系統交流道-麻豆交流道,國道1號,N
2023-04-28,17:50,A2,麻豆交流道-安定交流道,國道1號,S
2023-04-30,18:25,A2,下營系統交流道-麻豆交流道,國道1號,S
2023-04-01,08:55,A2,虎尾交流道-斗南交流道,國道1號,N
2023-04-01,09:20,A2,斗南交流道-雲林系統交流道,國道1號,N
2023-04-02,15:50,A2,雲林系統交流道-大林交流道,國道1號,N
2023-04-07,12:40,A2,民雄交流道-嘉義交流道,國道1號,S
2023-04-13,11:35,A2,大林交流道-民雄交流道,國道1號,S
2023-04-13,21:35,A2,民雄交流道-嘉義交流道,國道1號,N
2023-04-01,08:55,A2,虎尾交流道-斗南交流道,國道1號,N
2023-04-22,16:00,A2,雲林系統交流道-大林交流道,國道1號,S
2023-04-20,10:55,A2,西螺交流道-虎尾交流道,國道1號,N
2023-04-29,10:30,A2,虎尾交流道-斗南交流道,國道1號,S
2023-04-30,10:05,A2,雲林系統交流道-大林交流道,國道1號,S
2023-04-30,16:00,A2,西螺交流道-虎尾交流道,國道1號,N
2023-04-30,17:35,A2,斗南交流道-雲林系統交流道,國道1號,N
2023-04-28,15:30,A2,民雄交流道-嘉義交流道,國道1號,N
2023-04-01,10:45,A2,員林交流道-北斗交流道,國道1號,N
2023-04-03,04:15,A2,彰化交流道-埔鹽系統交流道,國道1號,N
2023-04-03,05:30,A2,彰化交流道-埔鹽系統交流道,國道1號,N
2023-04-05,07:00,A2,彰化交流道-埔鹽系統交流道,國道1號,N
2023-04-07,17:35,A2,彰化交流道-埔鹽系統交流道,國道1號,N
2023-04-08,11:40,A2,埔鹽系統交流道-員林交流道,國道1號,S
2023-04-08,11:40,A2,埔鹽系統交流道-員林交流道,國道1號,S
2023-04-10,19:30,A2,北斗交流道-西螺交流道,國道1號,S
2023-04-17,12:35,A2,彰化交流道-埔鹽系統交流道,國道1號,N
2023-04-19,17:40,A2,彰化系統交流道-彰化交流道,國道1號,N
2023-04-20,05:15,A2,彰化系統交流道-彰化交流道,國道1號,S
2023-04-22,18:30,A2,埔鹽系統交流道-員林交流道,國道1號,N
2023-04-25,01:55,A2,北斗交流道-西螺交流道,國道1號,N
2023-04-28,19:55,A2,員林交流道-北斗交流道,國道1號,S
2023-04-01,06:05,A2,三義交流道-后里交流道,國道1號,N
2023-04-02,11:00,A2,台中系統交流道-豐原交流道,國道1號,N
2023-04-02,10:40,A2,大雅交流道-台中交流道,國道1號,S
2023-04-02,09:20,A2,台中交流道-南屯交流道,國道1號,S
2023-04-10,18:35,A2,台中系統交流道-豐原交流道,國道1號,N
2023-04-14,15:30,A2,豐原交流道-大雅交流道,國道1號,N
2023-04-25,18:40,A2,台中交流道-南屯交流道,國道1號,N
2023-04-22,11:45,A2,大雅交流道-台中交流道,國道1號,S
2023-04-11,18:30,A2,香山交流道-西濱交流道,國道3號,S
2023-04-02,09:50,A2,頭份交流道-頭屋交流道,國道1號,S
2023-04-04,19:00,A2,銅鑼交流道-三義交流道,國道1號,S
2023-04-20,08:50,A2,銅鑼交流道-三義交流道,國道1號,N
2023-04-20,20:30,A2,頭份交流道-頭屋交流道,國道1號,N
2023-04-09,09:25,A2,頭屋交流道-苗栗交流道,國道1號,S
2023-04-25,01:00,A2,銅鑼交流道-三義交流道,國道1號,S
2023-04-29,15:10,A2,苗栗交流道-銅鑼交流道,國道1號,S
2023-04-07,14:35,A2,高架道路楊梅端-湖口交流道,國道1號,S
2023-04-13,00:35,A2,高架道路楊梅端-湖口交流道,國道1號,S
2023-04-14,02:50,A2,湖口交流道-竹北交流道,國道1號,S
2023-04-16,14:30,A2,竹北交流道-新竹交流道,國道1號,N
2023-04-20,18:30,A2,竹北交流道-新竹交流道,國道1號,S
2023-04-20,21:45,A2,高架道路楊梅端-湖口交流道,國道1號,N
2023-04-25,20:05,A2,竹北交流道-新竹交流道,國道1號,N
2023-04-23,20:10,A2,湖口交流道-竹北交流道,國道1號,S
2023-04-25,19:10,A2,竹北交流道-新竹交流道,國道1號,N
2023-04-30,12:10,A2,湖口交流道-竹北交流道,國道1號,N
2023-04-01,06:00,A2,下塔悠出口匝道-環北交流道,國道1號_高架,S
2023-04-01,15:45,A2,台北交流道-三重交流道,國道1號,N
2023-04-08,12:40,A2,圓山交流道-台北交流道,國道1號,N
2023-04-13,08:10,A2,環北交流道-五股轉接道,國道1號_高架,N
2023-04-29,07:10,A2,堤頂交流道-下塔悠出口匝道,國道1號_高架,S
2023-04-29,09:35,A2,圓山交流道-台北交流道,國道1號,N
2023-04-30,10:40,A2,五股交流道-泰山轉接道,國道1號,S
2023-04-30,13:30,A2,圓山交流道-台北交流道,國道1號,N
2023-04-07,18:45,A2,機場系統交流道-內壢交流道,國道1號,S
2023-04-10,08:30,A2,機場系統交流道-內壢交流道,國道1號,N
2023-04-02,17:45,A2,幼獅交流道-楊梅交流道,國道1號,N
2023-04-13,15:55,A2,機場系統交流道-內壢交流道,國道1號,N
2023-04-13,14:55,A2,中壢交流道-平鎮系統交流道,國道1號,N
2023-04-15,07:55,A2,泰山轉接道-機場系統交流道,國道1號_高架,S
2023-04-14,16:35,A2,機場系統交流道-內壢交流道,國道1號,S
2023-04-15,14:55,A2,中壢轉接道-校前路交流道,國道1號_高架,S
2023-04-15,08:10,A2,中壢轉接道-校前路交流道,國道1號_高架,S
2023-04-17,21:00,A2,機場系統交流道-內壢交流道,國道1號,S
2023-04-12,18:25,A2,中壢轉接道-中壢交流道,國道1號,S
2023-04-19,18:25,A2,中壢轉接道-校前路交流道,國道1號_高架,N
2023-04-19,18:10,A2,機場系統交流道-中壢轉接道,國道1號_高架,N
2023-04-25,17:25,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-04-26,08:50,A2,中壢交流道-平鎮系統交流道,國道1號,N
2023-04-17,19:50,A2,機場系統交流道-內壢交流道,國道1號,S
2023-04-27,23:30,A2,平鎮系統交流道-幼獅交流道,國道1號,N
2023-04-13,07:05,A2,中壢轉接道-校前路交流道,國道1號_高架,S
2023-04-13,08:00,A2,中壢轉接道-校前路交流道,國道1號_高架,S
2023-04-27,14:55,A2,中壢轉接道-中壢交流道,國道1號,N
2023-04-02,14:10,A2,泰山轉接道-機場系統交流道,國道1號_高架,S
2023-04-07,16:15,A2,林口交流道-桃園交流道,國道1號,S
2023-04-07,19:20,A2,環北交流道-五股轉接道,國道1號_高架,N
2023-04-09,20:05,A2,林口交流道-桃園交流道,國道1號,N
2023-04-10,13:35,A2,桃園交流道-機場系統交流道,國道1號,S
2023-04-10,18:40,A2,泰山轉接道-林口交流道,國道1號,S
2023-04-11,08:45,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-04-10,05:45,A2,林口交流道-桃園交流道,國道1號,N
2023-04-11,10:10,A2,泰山轉接道-林口交流道,國道1號,S
2023-04-16,16:45,A2,五股轉接道-五股交流道,國道1號,N
2023-04-17,01:35,A2,泰山轉接道-機場系統交流道,國道1號_高架,S
2023-04-05,16:40,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-04-19,17:25,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-04-19,17:25,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-04-02,18:15,A2,五股轉接道-五股交流道,國道1號,N
2023-04-21,16:55,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-04-21,19:30,A2,五股交流道-泰山轉接道,國道1號,S
2023-04-20,16:30,A2,五股交流道-泰山轉接道,國道1號,N
2023-04-21,19:05,A2,五股交流道-泰山轉接道,國道1號,S
2023-04-15,07:50,A2,泰山轉接道-林口交流道,國道1號,N
2023-04-15,10:20,A2,泰山轉接道-機場系統交流道,國道1號_高架,S
2023-04-20,03:25,A2,泰山轉接道-林口交流道,國道1號,N
2023-04-20,01:30,A2,林口交流道-桃園交流道,國道1號,N
2023-04-16,17:20,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-04-27,11:25,A2,桃園交流道-機場系統交流道,國道1號,S
2023-04-19,17:55,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-04-20,10:40,A2,桃園交流道-機場系統交流道,國道1號,N
2023-04-29,18:15,A2,泰山轉接道-林口交流道,國道1號,N
2023-04-07,05:40,A2,內湖交流道-圓山交流道,國道1號,N
2023-04-10,13:50,A2,東湖交流道-內湖交流道,國道1號,S
2023-04-10,17:15,A2,五堵交流道-汐止交流道,國道1號,N
2023-04-12,05:20,A2,基隆端-基隆交流道,國道1號,S
2023-04-19,03:35,A2,汐止系統交流道-高架道路汐止端,國道1號,S
2023-04-20,02:55,A2,汐止系統交流道-高架道路汐止端,國道1號,N
2023-04-21,09:30,A2,環北交流道-五股轉接道,國道1號_高架,S
2023-04-25,15:05,A2,東湖交流道-內湖交流道,國道1號,N
2023-04-28,07:25,A2,大華系統交流道-五堵交流道,國道1號,S
2023-04-28,07:35,A2,圓山交流道-台北交流道,國道1號,S
2023-04-29,15:30,A2,五堵交流道-汐止交流道,國道1號,N
2023-04-27,17:10,A2,汐止系統交流道-高架道路汐止端,國道1號,N
2023-05-11,07:15,A2,和美交流道-彰化系統交流道,國道3號,N
2023-05-12,22:20,A2,和美交流道-彰化系統交流道,國道3號,S
2023-05-15,08:50,A2,中投交流道-霧峰交流道,國道3號,N
2023-05-29,07:20,A2,和美交流道-彰化系統交流道,國道3號,N
2023-05-12,20:05,A2,和美交流道-彰化系統交流道,國道3號,S
2023-05-02,12:00,A2,南投交流道-名間交流道,國道3號,N
2023-05-02,14:20,A2,中興交流道-南投交流道,國道3號,S
2023-05-07,09:40,A2,草屯交流道-中興系統交流道,國道3號,N
2023-05-14,17:00,A2,南投交流道-名間交流道,國道3號,N
2023-05-02,02:00,A2,龍井交流道-和美交流道,國道3號,S
2023-05-07,07:00,A2,中港系統交流道-沙鹿交流道,國道3號,N
2023-05-07,02:20,A2,中港系統交流道-沙鹿交流道,國道3號,S
2023-05-07,04:45,A2,大甲交流道-中港系統交流道,國道3號,N
2023-05-07,19:15,A2,苑裡交流道-大甲交流道,國道3號,N
2023-05-13,10:15,A2,沙鹿交流道-龍井交流道,國道3號,N
2023-05-29,20:50,A2,大甲交流道-中港系統交流道,國道3號,N
2023-05-27,22:05,A2,苑裡交流道-大甲交流道,國道3號,N
2023-05-30,15:45,A2,苑裡交流道-大甲交流道,國道3號,N
2023-05-12,22:30,A2,石碇交流道-頭城交流道,國道5號,S
2023-05-01,18:45,A2,石碇交流道-頭城交流道,國道5號,N
2023-05-16,03:25,A2,石碇交流道-頭城交流道,國道5號,N
2023-05-19,10:40,A2,羅東交流道-蘇澳交流道,國道5號,S
2023-05-28,19:25,A2,石碇交流道-頭城交流道,國道5號,N
2023-05-01,10:20,A2,南深路出口匝道-木柵交流道,國道3號,N
2023-05-06,09:55,A2,南深路出口匝道-木柵交流道,國道3號,N
2023-05-08,01:40,A2,南港交流道-南港系統交流道,國道3號,N
2023-05-10,11:20,A2,木柵交流道-新店交流道,國道3號,N
2023-05-11,14:30,A2,木柵交流道-新店交流道,國道3號,S
2023-05-12,15:20,A2,新店交流道-安坑交流道,國道3號,S
2023-05-12,18:25,A2,木柵交流道-新店交流道,國道3號,N
2023-05-15,08:20,A2,木柵交流道-新店交流道,國道3號,N
2023-05-25,15:35,A2,木柵交流道-新店交流道,國道3號,S
2023-05-31,08:35,A2,新店交流道-安坑交流道,國道3號,S
2023-05-31,10:20,A2,木柵交流道-新店交流道,國道3號,N
2023-05-02,14:30,A2,基金交流道-瑪東系統交流道,國道3號,S
2023-05-02,17:00,A2,南港系統交流道-石碇交流道,國道5號,N
2023-05-05,02:20,A2,南港交流道-南港系統交流道,國道3號,S
2023-05-13,09:10,A2,瑪東系統交流道-汐止系統交流道,國道3號,S
2023-05-22,23:05,A2,石碇交流道-頭城交流道,國道5號,N
2023-05-24,07:25,A2,瑪東系統交流道-汐止系統交流道,國道3號,S
2023-05-27,11:35,A2,汐止系統交流道-新台五路交流道,國道3號,N
2023-05-07,22:40,A2,竹山交流道-南雲交流道,國道3號,N
2023-05-15,15:00,A2,斗六交流道-古坑系統交流道,國道3號,S
2023-05-18,10:10,A2,南雲交流道-斗六交流道,國道3號,S
2023-05-28,07:30,A2,古坑交流道-梅山交流道,國道3號,N
2023-05-23,21:55,A2,梅山交流道-竹崎交流道,國道3號,N
2023-05-29,21:35,A2,斗六交流道-古坑系統交流道,國道3號,S
2023-05-07,11:20,A2,柳營交流道-烏山頭交流道,國道3號,N
2023-05-18,15:15,A2,水上系統交流道-白河交流道,國道3號,S
2023-05-15,12:30,A2,白河交流道-柳營交流道,國道3號,S
2023-05-25,10:20,A2,中埔交流道-水上系統交流道,國道3號,N
2023-05-15,21:05,A2,善化交流道-新化系統交流道,國道3號,S
2023-05-24,12:40,A2,關廟交流道-田寮交流道,國道3號,S
2023-05-25,18:35,A2,烏山頭交流道-官田系統交流道,國道3號,N
2023-05-26,16:30,A2,關廟交流道-田寮交流道,國道3號,S
2023-05-29,11:50,A2,關廟交流道-田寮交流道,國道3號,S
2023-05-01,14:20,A2,土城交流道-樹林交流道,國道3號,N
2023-05-03,11:10,A2,中和交流道-土城交流道,國道3號,N
2023-05-03,15:50,A2,安坑交流道-中和交流道,國道3號,S
2023-05-03,17:40,A2,土城交流道-樹林交流道,國道3號,S
2023-05-05,11:00,A2,三鶯交流道-鶯歌系統交流道,國道3號,S
2023-05-02,17:50,A2,中和交流道-土城交流道,國道3號,N
2023-05-13,09:55,A2,三鶯交流道-鶯歌系統交流道,國道3號,N
2023-05-11,14:30,A2,三鶯交流道-鶯歌系統交流道,國道3號,S
2023-05-14,23:10,A2,中和交流道-土城交流道,國道3號,N
2023-05-16,07:25,A2,安坑交流道-中和交流道,國道3號,N
2023-05-16,15:45,A2,三鶯交流道-鶯歌系統交流道,國道3號,S
2023-05-16,19:20,A2,樹林交流道-三鶯交流道,國道3號,S
2023-05-17,08:30,A2,中和交流道-土城交流道,國道3號,N
2023-05-21,11:50,A2,安坑交流道-中和交流道,國道3號,N
2023-05-26,12:25,A2,中和交流道-土城交流道,國道3號,N
2023-05-26,19:20,A2,中和交流道-土城交流道,國道3號,S
2023-05-27,10:45,A2,土城交流道-樹林交流道,國道3號,N
2023-05-27,15:35,A2,中和交流道-土城交流道,國道3號,N
2023-05-28,18:15,A2,中和交流道-土城交流道,國道3號,S
2023-05-28,21:10,A2,中和交流道-土城交流道,國道3號,N
2023-05-29,08:50,A2,中和交流道-土城交流道,國道3號,N
2023-05-30,10:15,A2,中和交流道-土城交流道,國道3號,N
2023-05-31,05:00,A2,中和交流道-土城交流道,國道3號,N
2023-05-12,15:45,A2,新店交流道-安坑交流道,國道3號,S
2023-05-16,11:00,A2,鶯歌系統交流道-大溪交流道,國道3號,S
2023-05-18,11:00,A2,鶯歌系統交流道-大溪交流道,國道3號,N
2023-05-17,13:35,A2,大溪交流道-龍潭交流道,國道3號,N
2023-05-31,14:10,A2,鶯歌系統交流道-大溪交流道,國道3號,N
2023-05-08,09:40,A2,關西交流道-竹林交流道,國道3號,S
2023-05-07,03:20,A2,關西交流道-竹林交流道,國道3號,N
2023-05-15,15:50,A2,茄苳交流道-香山交流道,國道3號,S
2023-05-18,09:25,A2,新竹系統交流道-茄苳交流道,國道3號,S
2023-05-22,23:30,A2,關西交流道-竹林交流道,國道3號,S
2023-05-19,16:15,A2,關西交流道-竹林交流道,國道3號,N
2023-05-19,15:10,A2,關西交流道-竹林交流道,國道3號,N
2023-05-30,20:40,A2,竹林交流道-寶山交流道,國道3號,N
2023-05-23,16:15,A2,關西交流道-竹林交流道,國道3號,S
2023-05-30,22:10,A2,高原交流道-關西交流道,國道3號,N
2023-05-31,13:25,A2,竹林交流道-寶山交流道,國道3號,S
2023-05-23,15:40,A2,田寮交流道-燕巢系統交流道,國道3號,N
2023-05-02,07:25,A2,燕巢系統交流道-九如交流道,國道3號,S
2023-05-05,15:20,A2,竹田系統交流道-崁頂交流道,國道3號,N
2023-05-07,12:40,A2,燕巢系統交流道-九如交流道,國道3號,S
2023-05-18,12:40,A2,麟洛交流道-竹田系統交流道,國道3號,N
2023-05-23,04:50,A2,長治交流道-麟洛交流道,國道3號,S
2023-05-31,16:30,A2,屏東交流道-長治交流道,國道3號,S
2023-05-04,11:35,A2,高科交流道-岡山交流道,國道1號,S
2023-05-04,08:45,A2,岡山交流道-楠梓交流道,國道1號,N
2023-05-05,22:45,A2,鼎金系統交流道-高雄交流道,國道1號,S
2023-05-07,17:55,A2,鼎金系統交流道-高雄交流道,國道1號,S
2023-05-08,15:05,A2,瑞隆路出口匝道-五甲系統交流道,國道1號,S
2023-05-11,18:00,A2,高雄交流道-瑞隆路出口匝道,國道1號,S
2023-05-14,18:40,A2,岡山交流道-楠梓交流道,國道1號,N
2023-05-12,21:00,A2,高科交流道-岡山交流道,國道1號,S
2023-05-17,18:25,A2,高科交流道-岡山交流道,國道1號,N
2023-05-19,09:55,A2,高科交流道-岡山交流道,國道1號,N
2023-05-18,20:45,A2,瑞隆路出口匝道-五甲系統交流道,國道1號,N
2023-05-17,12:55,A2,楠梓交流道-鼎金系統交流道,國道1號,N
2023-05-12,15:25,A2,仁德系統交流道-路竹交流道,國道1號,S
2023-05-23,08:45,A2,五甲交流道-高雄端,國道1號,N
2023-05-11,08:40,A2,高科交流道-岡山交流道,國道1號,N
2023-05-28,15:20,A2,路竹交流道-高科交流道,國道1號,S
2023-05-29,19:10,A2,鼎金系統交流道-高雄交流道,國道1號,S
2023-05-30,08:50,A2,鼎金系統交流道-高雄交流道,國道1號,S
2023-05-31,17:45,A2,楠梓交流道-鼎金系統交流道,國道1號,S
2023-05-12,15:20,A2,岡山交流道-楠梓交流道,國道1號,N
2023-05-25,08:10,A2,瑞隆路出口匝道-五甲系統交流道,國道1號,N
2023-05-08,10:40,A2,楠梓交流道-鼎金系統交流道,國道1號,N
2023-05-01,01:10,A2,仁德系統交流道-路竹交流道,國道1號,S
2023-05-01,16:15,A2,大灣交流道-仁德交流道,國道1號,N
2023-05-10,07:25,A2,安定交流道-台南系統交流道,國道1號,N
2023-05-08,22:25,A2,仁德系統交流道-路竹交流道,國道1號,S
2023-05-02,20:10,A2,麻豆交流道-安定交流道,國道1號,S
2023-05-15,03:40,A2,麻豆交流道-安定交流道,國道1號,N
2023-05-19,17:15,A2,安定交流道-台南系統交流道,國道1號,N
2023-05-19,15:35,A2,台南系統交流道-永康交流道,國道1號,S
2023-05-24,00:25,A2,仁德交流道-仁德系統交流道,國道1號,N
2023-05-25,17:40,A2,大灣交流道-仁德交流道,國道1號,S
2023-05-27,12:25,A2,仁德交流道-仁德系統交流道,國道1號,S
2023-05-28,10:15,A2,永康交流道-大灣交流道,國道1號,N
2023-05-31,11:20,A2,永康交流道-大灣交流道,國道1號,N
2023-05-14,19:10,A2,大灣交流道-仁德交流道,國道1號,S
2023-05-05,07:40,A2,麻豆交流道-安定交流道,國道1號,S
2023-05-07,10:50,A2,麻豆交流道-安定交流道,國道1號,N
2023-05-07,22:05,A2,新營交流道-下營系統交流道,國道1號,N
2023-05-17,15:15,A2,新營交流道-下營系統交流道,國道1號,N
2023-05-18,13:10,A2,嘉義系統交流道-新營交流道,國道1號,N
2023-05-27,15:20,A2,麻豆交流道-安定交流道,國道1號,S
2023-05-06,08:50,A2,麻豆交流道-安定交流道,國道1號,N
2023-05-31,16:50,A2,嘉義交流道-水上交流道,國道1號,N
2023-05-07,10:45,A2,民雄交流道-嘉義交流道,國道1號,S
2023-05-09,02:35,A2,大林交流道-民雄交流道,國道1號,S
2023-05-07,05:45,A2,大林交流道-民雄交流道,國道1號,N
2023-05-11,12:25,A2,民雄交流道-嘉義交流道,國道1號,S
2023-05-11,19:40,A2,雲林系統交流道-大林交流道,國道1號,N
2023-05-15,23:25,A2,民雄交流道-嘉義交流道,國道1號,N
2023-05-19,17:10,A2,虎尾交流道-斗南交流道,國道1號,N
2023-05-22,01:35,A2,大林交流道-民雄交流道,國道1號,N
2023-05-24,08:05,A2,民雄交流道-嘉義交流道,國道1號,N
2023-05-28,14:05,A2,雲林系統交流道-大林交流道,國道1號,N
2023-05-01,23:45,A2,彰化交流道-埔鹽系統交流道,國道1號,S
2023-05-01,10:20,A2,彰化系統交流道-彰化交流道,國道1號,S
2023-05-01,19:25,A2,北斗交流道-西螺交流道,國道1號,S
2023-05-01,15:30,A2,員林交流道-北斗交流道,國道1號,S
2023-05-05,17:50,A2,彰化系統交流道-彰化交流道,國道1號,S
2023-05-06,15:30,A2,彰化系統交流道-彰化交流道,國道1號,S
2023-05-07,06:25,A2,南屯交流道-王田交流道,國道1號,S
2023-05-08,06:10,A2,彰化交流道-埔鹽系統交流道,國道1號,N
2023-05-08,02:20,A2,彰化系統交流道-彰化交流道,國道1號,N
2023-05-09,08:35,A2,彰化交流道-埔鹽系統交流道,國道1號,N
2023-05-10,09:30,A2,南屯交流道-王田交流道,國道1號,N
2023-05-21,09:15,A2,北斗交流道-西螺交流道,國道1號,S
2023-05-30,07:50,A2,彰化系統交流道-彰化交流道,國道1號,S
2023-05-03,00:05,A2,大雅交流道-台中交流道,國道1號,S
2023-05-10,08:05,A2,豐原交流道-大雅交流道,國道1號,S
2023-05-13,11:05,A2,大雅交流道-台中交流道,國道1號,S
2023-05-22,00:50,A2,大雅交流道-台中交流道,國道1號,S
2023-05-21,05:30,A2,后里交流道-台中系統交流道,國道1號,N
2023-05-29,00:30,A2,三義交流道-后里交流道,國道1號,N
2023-05-31,00:00,A2,三義交流道-后里交流道,國道1號,S
2023-05-08,08:20,A2,後龍交流道-通霄交流道,國道3號,S
2023-05-15,05:45,A2,西濱交流道-竹南交流道,國道3號,N
2023-05-17,12:15,A2,西濱交流道-竹南交流道,國道3號,N
2023-05-23,05:30,A2,西濱交流道-竹南交流道,國道3號,S
2023-05-04,05:00,A2,通霄交流道-苑裡交流道,國道3號,S
2023-05-05,11:50,A2,頭份交流道-頭屋交流道,國道1號,N
2023-05-07,01:20,A2,苗栗交流道-銅鑼交流道,國道1號,S
