Date,Time,Class,RoadSection,Highway,Direction
2023-07-10,02:40,A2,木柵交流道-新店交流道,國道3號,S
2023-07-14,20:20,A2,南港交流道-南港系統交流道,國道3號,N
2023-07-15,07:25,A2,木柵交流道-新店交流道,國道3號,N
2023-07-22,09:30,A2,木柵交流道-新店交流道,國道3號,N
2023-07-23,08:35,A2,木柵交流道-新店交流道,國道3號,N
2023-07-24,11:10,A2,南深路出口匝道-木柵交流道,國道3號,N
2023-07-24,12:20,A2,南深路出口匝道-木柵交流道,國道3號,N
2023-07-24,18:50,A2,南深路出口匝道-木柵交流道,國道3號,S
2023-07-08,14:15,A2,基金交流道-瑪東系統交流道,國道3號,N
2023-07-20,07:20,A2,瑪東系統交流道-汐止系統交流道,國道3號,S
2023-07-22,13:50,A2,新台五路交流道-南港交流道,國道3號,S
2023-07-27,09:05,A2,新台五路交流道-南港交流道,國道3號,N
2023-07-05,16:40,A2,梅山交流道-竹崎交流道,國道3號,N
2023-07-07,17:35,A2,古坑交流道-梅山交流道,國道3號,N
2023-07-12,00:15,A2,南雲交流道-斗六交流道,國道3號,S
2023-07-12,06:55,A2,古坑交流道-梅山交流道,國道3號,N
2023-07-12,16:30,A2,南雲交流道-斗六交流道,國道3號,N
2023-07-12,16:45,A2,南雲交流道-斗六交流道,國道3號,N
2023-07-16,12:30,A2,古坑交流道-梅山交流道,國道3號,S
2023-07-18,10:50,A2,斗六交流道-古坑系統交流道,國道3號,S
2023-07-22,13:55,A2,古坑交流道-梅山交流道,國道3號,N
2023-07-29,20:10,A2,竹山交流道-南雲交流道,國道3號,S
2023-07-23,15:55,A2,竹山交流道-南雲交流道,國道3號,N
2023-07-01,00:00,A2,水上系統交流道-白河交流道,國道3號,S
2023-07-12,14:50,A2,竹崎交流道-中埔交流道,國道3號,S
2023-07-18,19:15,A2,烏山頭交流道-官田系統交流道,國道3號,S
2023-07-20,18:30,A2,水上系統交流道-白河交流道,國道3號,N
2023-07-21,09:10,A2,白河交流道-柳營交流道,國道3號,S
2023-07-30,16:45,A2,柳營交流道-烏山頭交流道,國道3號,S
2023-07-16,10:40,A2,竹崎交流道-中埔交流道,國道3號,S
2023-07-12,17:40,A2,善化交流道-新化系統交流道,國道3號,N
2023-07-18,14:20,A2,新化系統交流道-關廟交流道,國道3號,S
2023-07-22,13:00,A2,關廟交流道-田寮交流道,國道3號,S
2023-07-25,18:00,A2,關廟交流道-田寮交流道,國道3號,N
2023-07-28,17:55,A2,新化系統交流道-關廟交流道,國道3號,S
2023-07-01,11:55,A2,中和交流道-土城交流道,國道3號,N
2023-07-01,13:25,A2,中和交流道-土城交流道,國道3號,S
2023-07-02,16:40,A2,樹林交流道-三鶯交流道,國道3號,N
2023-07-02,16:25,A2,土城交流道-樹林交流道,國道3號,S
2023-07-03,10:40,A2,土城交流道-樹林交流道,國道3號,N
2023-07-03,23:00,A2,三鶯交流道-鶯歌系統交流道,國道3號,S
2023-07-07,14:45,A2,樹林交流道-三鶯交流道,國道3號,N
2023-07-07,20:20,A2,土城交流道-樹林交流道,國道3號,N
2023-07-08,12:05,A2,新店交流道-安坑交流道,國道3號,S
2023-07-11,09:15,A2,中和交流道-土城交流道,國道3號,N
2023-07-12,16:45,A2,中和交流道-土城交流道,國道3號,N
2023-07-12,14:20,A2,中和交流道-土城交流道,國道3號,S
2023-07-13,18:50,A2,土城交流道-樹林交流道,國道3號,N
2023-07-15,14:35,A2,中和交流道-土城交流道,國道3號,N
2023-07-16,06:25,A2,中和交流道-土城交流道,國道3號,N
2023-07-08,08:30,A2,三鶯交流道-鶯歌系統交流道,國道3號,S
2023-07-19,14:40,A2,安坑交流道-中和交流道,國道3號,S
2023-07-19,19:05,A2,安坑交流道-中和交流道,國道3號,N
2023-07-20,17:10,A2,安坑交流道-中和交流道,國道3號,N
2023-07-21,15:25,A2,中和交流道-土城交流道,國道3號,S
2023-07-21,16:20,A2,安坑交流道-中和交流道,國道3號,S
2023-07-23,21:35,A2,三鶯交流道-鶯歌系統交流道,國道3號,S
2023-07-26,19:05,A2,樹林交流道-三鶯交流道,國道3號,N
2023-07-02,17:30,A2,大溪交流道-龍潭交流道,國道3號,N
2023-07-10,14:05,A2,高原交流道-關西交流道,國道3號,N
2023-07-10,20:15,A2,鶯歌系統交流道-大溪交流道,國道3號,N
2023-07-11,03:15,A2,鶯歌系統交流道-大溪交流道,國道3號,S
2023-07-17,15:50,A2,大溪交流道-龍潭交流道,國道3號,N
2023-07-16,18:20,A2,大溪交流道-龍潭交流道,國道3號,N
2023-07-22,12:10,A2,龍潭交流道-高原交流道,國道3號,S
2023-07-17,14:20,A2,龍潭交流道-高原交流道,國道3號,N
2023-07-25,16:50,A2,鶯歌系統交流道-大溪交流道,國道3號,N
2023-07-29,22:20,A2,鶯歌系統交流道-大溪交流道,國道3號,N
2023-07-03,04:10,A2,關西交流道-竹林交流道,國道3號,N
2023-07-06,08:25,A2,茄苳交流道-香山交流道,國道3號,S
2023-07-08,09:45,A2,茄苳交流道-香山交流道,國道3號,S
2023-07-11,08:45,A2,寶山交流道-新竹系統交流道,國道3號,N
2023-07-14,08:50,A2,關西交流道-竹林交流道,國道3號,S
2023-07-19,18:10,A2,高原交流道-關西交流道,國道3號,S
2023-07-18,18:55,A2,關西交流道-竹林交流道,國道3號,N
2023-07-10,09:45,A2,新竹系統交流道-茄苳交流道,國道3號,N
2023-07-29,09:10,A2,寶山交流道-新竹系統交流道,國道3號,S
2023-07-31,20:35,A2,高原交流道-關西交流道,國道3號,S
2023-07-24,10:55,A2,關廟交流道-田寮交流道,國道3號,N
2023-07-04,23:10,A2,南州交流道-林邊交流道,國道3號,N
2023-07-20,03:15,A2,長治交流道-麟洛交流道,國道3號,N
2023-07-22,21:05,A2,竹田系統交流道-崁頂交流道,國道3號,S
2023-07-20,17:45,A2,九如交流道-屏東交流道,國道3號,S
2023-07-27,01:40,A2,九如交流道-屏東交流道,國道3號,S
2023-07-19,14:05,A2,竹田系統交流道-崁頂交流道,國道3號,N
2023-07-28,15:00,A2,燕巢系統交流道-九如交流道,國道3號,N
2023-07-01,11:35,A2,岡山交流道-楠梓交流道,國道1號,N
2023-07-03,05:30,A2,五甲交流道-高雄端,國道1號,S
2023-07-01,16:55,A2,鼎金系統交流道-高雄交流道,國道1號,S
2023-07-04,07:35,A2,高雄交流道-瑞隆路出口匝道,國道1號,S
2023-07-11,15:45,A2,路竹交流道-高科交流道,國道1號,S
2023-07-21,08:35,A2,路竹交流道-高科交流道,國道1號,S
2023-07-24,08:50,A2,岡山交流道-楠梓交流道,國道1號,S
2023-07-25,12:45,A2,路竹交流道-高科交流道,國道1號,S
2023-07-27,14:00,A2,楠梓交流道-鼎金系統交流道,國道1號,N
2023-07-27,12:20,A2,五甲系統交流道-五甲交流道,國道1號,N
2023-07-25,19:10,A2,路竹交流道-高科交流道,國道1號,S
2023-07-29,15:35,A2,楠梓交流道-鼎金系統交流道,國道1號,N
2023-07-30,14:10,A2,鼎金系統交流道-高雄交流道,國道1號,S
2023-07-31,08:25,A2,岡山交流道-楠梓交流道,國道1號,S
2023-07-12,12:25,A2,高科交流道-岡山交流道,國道1號,S
2023-07-23,18:00,A2,高科交流道-岡山交流道,國道1號,N
2023-07-01,02:25,A2,仁德系統交流道-路竹交流道,國道1號,S
2023-07-03,23:55,A2,台南系統交流道-永康交流道,國道1號,N
2023-07-04,08:15,A2,台南系統交流道-永康交流道,國道1號,N
2023-07-13,07:50,A2,永康交流道-大灣交流道,國道1號,S
2023-07-14,13:00,A2,永康交流道-大灣交流道,國道1號,N
2023-07-16,07:40,A2,仁德交流道-仁德系統交流道,國道1號,N
2023-07-18,08:35,A2,永康交流道-大灣交流道,國道1號,S
2023-07-18,13:30,A2,永康交流道-大灣交流道,國道1號,S
2023-07-24,17:20,A2,永康交流道-大灣交流道,國道1號,S
2023-07-27,22:30,A2,永康交流道-大灣交流道,國道1號,S
2023-07-29,06:10,A2,安定交流道-台南系統交流道,國道1號,S
2023-07-07,16:35,A2,台南系統交流道-永康交流道,國道1號,S
2023-07-08,11:20,A2,永康交流道-大灣交流道,國道1號,S
2023-07-15,14:05,A2,永康交流道-大灣交流道,國道1號,S
2023-07-02,06:20,A2,新營交流道-下營系統交流道,國道1號,S
2023-07-02,06:15,A2,新營交流道-下營系統交流道,國道1號,S
2023-07-09,16:45,A2,下營系統交流道-麻豆交流道,國道1號,S
2023-07-17,00:15,A2,水上交流道-嘉義系統交流道,國道1號,S
2023-07-18,02:40,A2,下營系統交流道-麻豆交流道,國道1號,N
2023-07-23,04:00,A2,嘉義系統交流道-新營交流道,國道1號,S
2023-07-11,19:05,A2,新營交流道-下營系統交流道,國道1號,N
2023-07-29,15:10,A2,麻豆交流道-安定交流道,國道1號,S
2023-07-03,13:35,A2,雲林系統交流道-大林交流道,國道1號,N
2023-07-01,14:30,A2,民雄交流道-嘉義交流道,國道1號,N
2023-07-07,21:35,A2,民雄交流道-嘉義交流道,國道1號,S
2023-07-11,15:40,A2,民雄交流道-嘉義交流道,國道1號,N
2023-07-11,20:05,A2,民雄交流道-嘉義交流道,國道1號,N
2023-07-12,06:35,A2,西螺交流道-虎尾交流道,國道1號,S
2023-07-16,14:10,A2,虎尾交流道-斗南交流道,國道1號,N
2023-07-17,05:55,A2,民雄交流道-嘉義交流道,國道1號,N
2023-07-11,16:35,A2,嘉義交流道-水上交流道,國道1號,N
2023-07-22,01:35,A2,嘉義交流道-水上交流道,國道1號,S
2023-07-25,17:55,A2,西螺交流道-虎尾交流道,國道1號,N
2023-07-30,22:50,A2,雲林系統交流道-大林交流道,國道1號,S
2023-07-10,13:30,A2,斗南交流道-雲林系統交流道,國道1號,N
2023-07-01,07:20,A2,南屯交流道-王田交流道,國道1號,S
2023-07-04,16:15,A2,員林交流道-北斗交流道,國道1號,S
2023-07-04,12:10,A2,南屯交流道-王田交流道,國道1號,N
2023-07-07,19:20,A2,彰化系統交流道-彰化交流道,國道1號,S
2023-07-08,00:45,A2,員林交流道-北斗交流道,國道1號,S
2023-07-08,09:55,A2,員林交流道-北斗交流道,國道1號,N
2023-07-06,21:35,A2,北斗交流道-西螺交流道,國道1號,N
2023-07-12,11:50,A2,北斗交流道-西螺交流道,國道1號,N
2023-07-12,08:45,A2,南屯交流道-王田交流道,國道1號,N
2023-07-13,14:00,A2,彰化交流道-埔鹽系統交流道,國道1號,N
2023-07-17,11:40,A2,彰化系統交流道-彰化交流道,國道1號,S
2023-07-17,16:45,A2,彰化系統交流道-彰化交流道,國道1號,S
2023-07-19,10:50,A2,員林交流道-北斗交流道,國道1號,S
2023-07-20,12:30,A2,員林交流道-北斗交流道,國道1號,N
2023-07-22,05:40,A2,員林交流道-北斗交流道,國道1號,S
2023-07-31,09:25,A2,員林交流道-北斗交流道,國道1號,S
2023-07-18,08:00,A2,北斗交流道-西螺交流道,國道1號,S
2023-07-31,07:45,A2,埔鹽系統交流道-員林交流道,國道1號,S
2023-07-01,12:05,A2,台中系統交流道-豐原交流道,國道1號,S
2023-07-04,00:00,A2,豐原交流道-大雅交流道,國道1號,N
2023-07-03,13:55,A2,台中交流道-南屯交流道,國道1號,N
2023-07-04,04:55,A2,豐原交流道-大雅交流道,國道1號,N
2023-07-09,12:15,A2,大雅交流道-台中交流道,國道1號,S
2023-07-07,19:45,A2,后里交流道-台中系統交流道,國道1號,N
2023-07-13,09:15,A2,豐原交流道-大雅交流道,國道1號,N
2023-07-15,21:30,A2,台中系統交流道-豐原交流道,國道1號,N
2023-07-17,03:45,A2,后里交流道-台中系統交流道,國道1號,S
2023-07-19,15:45,A2,大雅交流道-台中交流道,國道1號,S
2023-07-21,07:55,A2,大雅交流道-台中交流道,國道1號,S
2023-07-22,07:15,A2,后里交流道-台中系統交流道,國道1號,N
2023-07-23,03:40,A2,三義交流道-后里交流道,國道1號,N
2023-07-25,11:25,A2,台中系統交流道-豐原交流道,國道1號,S
2023-07-28,11:15,A2,后里交流道-台中系統交流道,國道1號,N
2023-07-31,17:35,A2,高架道路汐止端-東湖交流道,國道1號,S
2023-07-28,14:35,A2,豐原交流道-大雅交流道,國道1號,N
2023-07-02,15:30,A2,西濱交流道-竹南交流道,國道3號,S
2023-07-20,15:45,A2,後龍交流道-通霄交流道,國道3號,S
2023-07-12,15:45,A2,頭份交流道-頭屋交流道,國道1號,N
2023-07-17,21:55,A2,頭份交流道-頭屋交流道,國道1號,S
2023-07-22,21:20,A2,頭份交流道-頭屋交流道,國道1號,N
2023-07-30,04:00,A2,頭屋交流道-苗栗交流道,國道1號,N
2023-07-01,08:20,A2,湖口交流道-竹北交流道,國道1號,S
2023-07-01,12:00,A2,湖口交流道-竹北交流道,國道1號,N
2023-07-08,15:15,A2,湖口交流道-竹北交流道,國道1號,N
2023-07-15,16:25,A2,湖口交流道-竹北交流道,國道1號,N
2023-07-16,10:35,A2,竹北交流道-新竹交流道,國道1號,N
2023-07-22,03:25,A2,高架道路楊梅端-湖口交流道,國道1號,N
2023-07-22,15:40,A2,湖口交流道-竹北交流道,國道1號,N
2023-07-22,20:10,A2,新竹交流道-新竹系統交流道,國道1號,N
2023-07-25,08:10,A2,湖口交流道-竹北交流道,國道1號,S
2023-07-28,18:50,A2,新竹系統交流道-頭份交流道,國道1號,S
2023-07-30,17:05,A2,新竹交流道-新竹系統交流道,國道1號,N
2023-07-31,04:00,A2,新竹交流道-新竹系統交流道,國道1號,N
2023-07-30,11:35,A2,新竹交流道-新竹系統交流道,國道1號,N
2023-07-07,21:55,A2,竹北交流道-新竹交流道,國道1號,S
2023-07-25,17:15,A2,湖口交流道-竹北交流道,國道1號,N
2023-07-07,17:25,A2,內湖交流道-圓山交流道,國道1號,S
2023-07-08,09:40,A2,圓山交流道-台北交流道,國道1號,N
2023-07-13,14:10,A2,三重交流道-五股轉接道,國道1號,S
2023-07-14,19:20,A2,內湖交流道-圓山交流道,國道1號,S
2023-07-18,18:25,A2,環北交流道-五股轉接道,國道1號_高架,S
2023-07-20,15:30,A2,三重交流道-五股轉接道,國道1號,S
2023-07-17,14:40,A2,內湖交流道-圓山交流道,國道1號,S
2023-07-26,09:50,A2,內湖交流道-圓山交流道,國道1號,N
2023-07-27,11:00,A2,圓山交流道-台北交流道,國道1號,N
2023-07-22,16:45,A2,環北交流道-五股轉接道,國道1號_高架,N
2023-07-23,12:50,A2,圓山交流道-台北交流道,國道1號,N
2023-07-02,14:50,A2,中壢交流道-平鎮系統交流道,國道1號,N
2023-07-03,07:10,A2,機場系統交流道-內壢交流道,國道1號,N
2023-07-03,19:35,A2,中壢交流道-平鎮系統交流道,國道1號,S
2023-07-02,19:15,A2,中壢轉接道-校前路交流道,國道1號_高架,S
2023-07-10,20:45,A2,中壢轉接道-校前路交流道,國道1號_高架,N
2023-07-13,07:50,A2,中壢交流道-平鎮系統交流道,國道1號,N
2023-07-19,14:30,A2,機場系統交流道-內壢交流道,國道1號,S
2023-07-04,16:40,A2,機場系統交流道-內壢交流道,國道1號,N
2023-07-22,06:25,A2,機場系統交流道-內壢交流道,國道1號,S
2023-07-19,17:40,A2,幼獅交流道-楊梅交流道,國道1號,S
2023-07-22,20:05,A2,中壢轉接道-校前路交流道,國道1號_高架,S
2023-07-25,03:35,A2,內壢交流道-中壢轉接道,國道1號,N
2023-07-24,12:55,A2,機場系統交流道-內壢交流道,國道1號,S
2023-07-31,17:15,A2,中壢轉接道-校前路交流道,國道1號_高架,N
2023-07-18,10:30,A2,中壢轉接道-校前路交流道,國道1號_高架,S
2023-07-03,14:10,A2,五股交流道-泰山轉接道,國道1號,N
2023-07-04,11:45,A2,林口交流道-桃園交流道,國道1號,N
2023-07-04,22:35,A2,泰山轉接道-林口交流道,國道1號,N
2023-07-06,16:45,A2,泰山轉接道-林口交流道,國道1號,N
2023-07-03,22:10,A2,林口交流道-桃園交流道,國道1號,N
2023-07-08,14:45,A2,五股轉接道-五股交流道,國道1號,N
2023-07-02,16:40,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-07-10,07:50,A2,五股轉接道-泰山轉接道,國道1號_高架,N
2023-07-07,10:20,A2,林口交流道-桃園交流道,國道1號,N
2023-07-08,17:50,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-07-12,08:10,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-07-12,13:30,A2,桃園交流道-機場系統交流道,國道1號,S
2023-07-13,02:35,A2,林口交流道-桃園交流道,國道1號,N
2023-07-14,14:35,A2,五股轉接道-五股交流道,國道1號,N
2023-07-14,18:15,A2,五股交流道-泰山轉接道,國道1號,N
2023-07-14,08:05,A2,五股轉接道-五股交流道,國道1號,N
2023-07-16,16:50,A2,泰山轉接道-林口交流道,國道1號,S
2023-07-19,17:40,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-07-21,05:05,A2,林口交流道-桃園交流道,國道1號,N
2023-07-22,06:50,A2,林口交流道-桃園交流道,國道1號,N
2023-07-22,16:50,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-07-21,20:00,A2,桃園交流道-機場系統交流道,國道1號,S
2023-07-23,21:10,A2,五股轉接道-五股交流道,國道1號,N
2023-07-15,11:20,A2,林口交流道-桃園交流道,國道1號,S
2023-07-08,23:35,A2,泰山轉接道-林口交流道,國道1號,N
2023-07-25,07:20,A2,泰山轉接道-機場系統交流道,國道1號_高架,S
2023-07-26,15:50,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-07-24,08:25,A2,泰山轉接道-機場系統交流道,國道1號_高架,S
2023-07-05,14:35,A2,桃園交流道-機場系統交流道,國道1號,S
2023-07-27,20:15,A2,林口交流道-桃園交流道,國道1號,S
2023-07-28,09:25,A2,桃園交流道-機場系統交流道,國道1號,S
2023-07-27,15:25,A2,五股轉接道-五股交流道,國道1號,N
2023-07-29,13:50,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-07-28,09:25,A2,桃園交流道-機場系統交流道,國道1號,N
2023-07-30,19:50,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-07-29,11:20,A2,林口交流道-桃園交流道,國道1號,S
2023-07-18,15:00,A2,五股交流道-泰山轉接道,國道1號,N
2023-07-22,16:25,A2,五股交流道-泰山轉接道,國道1號,S
2023-07-31,15:05,A2,五股轉接道-五股交流道,國道1號,N
2023-07-02,16:10,A2,內湖交流道-圓山交流道,國道1號,N
2023-07-10,10:10,A2,三重交流道-五股轉接道,國道1號,S
2023-07-01,19:30,A2,內湖交流道-圓山交流道,國道1號,S
2023-07-15,10:20,A2,環北交流道-五股轉接道,國道1號_高架,N
2023-07-17,15:10,A2,高架道路汐止端-東湖交流道,國道1號,N
2023-07-24,23:45,A2,汐止系統交流道-高架道路汐止端,國道1號,N
2023-07-21,00:05,A2,環北交流道-五股轉接道,國道1號_高架,N
2023-07-25,15:00,A2,環北交流道-五股轉接道,國道1號_高架,S
2023-07-28,18:15,A2,高架道路汐止端-東湖交流道,國道1號,N
2023-07-29,16:45,A2,三重交流道-五股轉接道,國道1號,N
2023-07-30,19:30,A2,五堵交流道-汐止交流道,國道1號,S
2023-07-30,20:20,A2,五堵交流道-汐止交流道,國道1號,S
2023-07-11,10:20,A2,三重交流道-五股轉接道,國道1號,N
2023-07-31,18:00,A2,環北交流道-五股轉接道,國道1號_高架,S
2023-07-10,14:35,A2,高架道路汐止端-東湖交流道,國道1號,S
2023-07-27,03:40,A2,環北交流道-五股轉接道,國道1號_高架,N
2023-08-03,21:50,A2,快官交流道-烏日交流道,國道3號,N
2023-08-21,15:25,A2,和美交流道-彰化系統交流道,國道3號,N
2023-08-23,18:10,A2,快官交流道-烏日交流道,國道3號,N
2023-08-24,15:30,A2,快官交流道-烏日交流道,國道3號,N
2023-08-24,17:40,A2,中投交流道-霧峰交流道,國道3號,N
2023-08-30,16:35,A2,烏日交流道-中投交流道,國道3號,S
2023-08-09,11:55,A2,霧峰系統交流道-草屯交流道,國道3號,N
2023-08-09,12:25,A2,霧峰系統交流道-草屯交流道,國道3號,N
2023-08-09,12:00,A2,霧峰系統交流道-草屯交流道,國道3號,N
2023-08-14,12:20,A2,霧峰系統交流道-草屯交流道,國道3號,N
2023-08-16,14:55,A2,南投交流道-名間交流道,國道3號,S
2023-08-18,17:05,A2,南投交流道-名間交流道,國道3號,N
2023-08-18,08:25,A2,霧峰交流道-霧峰系統交流道,國道3號,N
2023-08-26,17:25,A2,名間交流道-竹山交流道,國道3號,N
2023-08-29,20:30,A2,霧峰交流道-霧峰系統交流道,國道3號,S
2023-08-02,12:00,A2,龍井交流道-和美交流道,國道3號,N
2023-08-08,10:10,A2,大甲交流道-中港系統交流道,國道3號,S
2023-08-20,23:05,A2,龍井交流道-和美交流道,國道3號,N
2023-08-23,03:40,A2,龍井交流道-和美交流道,國道3號,N
2023-08-04,23:05,A2,羅東交流道-蘇澳交流道,國道5號,S
2023-08-05,07:50,A2,南深路出口匝道-木柵交流道,國道3號,N
2023-08-07,08:15,A2,南深路出口匝道-木柵交流道,國道3號,S
2023-08-07,08:15,A2,南深路出口匝道-木柵交流道,國道3號,S
2023-08-07,09:25,A2,木柵交流道-新店交流道,國道3號,N
2023-08-07,10:35,A2,南港交流道-南港系統交流道,國道3號,N
2023-08-09,00:50,A2,木柵交流道-新店交流道,國道3號,S
2023-08-09,19:00,A2,南深路出口匝道-木柵交流道,國道3號,S
2023-08-10,04:50,A2,木柵交流道-新店交流道,國道3號,S
2023-08-11,11:15,A2,新店交流道-安坑交流道,國道3號,S
2023-08-12,17:15,A2,木柵交流道-新店交流道,國道3號,S
2023-08-14,18:40,A2,木柵交流道-新店交流道,國道3號,S
2023-08-14,22:55,A2,新店交流道-安坑交流道,國道3號,S
2023-08-18,15:35,A2,南港交流道-南港系統交流道,國道3號,N
2023-08-19,08:00,A2,木柵交流道-新店交流道,國道3號,N
2023-08-19,15:10,A2,南深路出口匝道-木柵交流道,國道3號,N
2023-08-19,16:30,A2,南深路出口匝道-木柵交流道,國道3號,N
2023-08-26,15:30,A2,木柵交流道-新店交流道,國道3號,S
2023-08-26,12:05,A2,南深路出口匝道-木柵交流道,國道3號,N
2023-08-26,15:35,A2,新店交流道-安坑交流道,國道3號,S
2023-08-26,16:40,A2,南深路出口匝道-木柵交流道,國道3號,N
2023-08-29,11:30,A2,新店交流道-安坑交流道,國道3號,S
2023-08-30,07:30,A2,南深路出口匝道-木柵交流道,國道3號,S
2023-08-01,07:15,A2,瑪東系統交流道-汐止系統交流道,國道3號,S
2023-08-01,07:15,A2,瑪東系統交流道-汐止系統交流道,國道3號,S
2023-08-01,09:15,A2,瑪東系統交流道-汐止系統交流道,國道3號,S
2023-08-10,08:10,A2,瑪東系統交流道-汐止系統交流道,國道3號,S
2023-08-11,18:25,A2,基金交流道-瑪東系統交流道,國道3號,N
2023-08-16,14:00,A2,汐止系統交流道-新台五路交流道,國道3號,N
2023-08-19,12:50,A2,汐止系統交流道-新台五路交流道,國道3號,N
2023-08-01,08:45,A2,瑪東系統交流道-汐止系統交流道,國道3號,S
2023-08-24,06:20,A2,基金交流道-瑪東系統交流道,國道3號,N
2023-08-28,15:25,A2,南港交流道-南港系統交流道,國道3號,N
2023-08-04,18:30,A2,古坑系統交流道-古坑交流道,國道3號,S
2023-08-05,12:00,A2,古坑系統交流道-古坑交流道,國道3號,N
2023-08-16,16:05,A2,南雲交流道-斗六交流道,國道3號,S
2023-08-16,15:50,A2,竹山交流道-南雲交流道,國道3號,S
2023-08-21,06:10,A2,梅山交流道-竹崎交流道,國道3號,N
2023-08-31,19:20,A2,南雲交流道-斗六交流道,國道3號,S
2023-08-10,12:25,A2,柳營交流道-烏山頭交流道,國道3號,N
2023-08-16,08:55,A2,柳營交流道-烏山頭交流道,國道3號,N
2023-08-22,00:05,A2,水上系統交流道-白河交流道,國道3號,S
2023-08-28,09:05,A2,水上系統交流道-白河交流道,國道3號,N
2023-08-10,06:25,A2,官田系統交流道-善化交流道,國道3號,N
2023-08-15,11:10,A2,官田系統交流道-善化交流道,國道3號,N
2023-08-16,04:10,A2,官田系統交流道-善化交流道,國道3號,S
2023-08-25,19:50,A2,新化系統交流道-關廟交流道,國道3號,S
2023-08-08,07:05,A2,官田系統交流道-善化交流道,國道3號,N
2023-08-01,13:35,A2,安坑交流道-中和交流道,國道3號,S
2023-08-02,00:45,A2,三鶯交流道-鶯歌系統交流道,國道3號,N
2023-08-04,19:00,A2,中和交流道-土城交流道,國道3號,N
2023-08-05,13:50,A2,中和交流道-土城交流道,國道3號,N
2023-08-10,20:45,A2,土城交流道-樹林交流道,國道3號,N
2023-08-12,08:00,A2,安坑交流道-中和交流道,國道3號,N
2023-08-12,09:20,A2,中和交流道-土城交流道,國道3號,N
2023-08-13,20:35,A2,中和交流道-土城交流道,國道3號,N
2023-08-15,16:50,A2,土城交流道-樹林交流道,國道3號,N
2023-08-16,10:35,A2,土城交流道-樹林交流道,國道3號,N
2023-08-19,10:00,A2,土城交流道-樹林交流道,國道3號,N
2023-08-17,17:55,A2,樹林交流道-三鶯交流道,國道3號,N
2023-08-24,20:40,A2,土城交流道-樹林交流道,國道3號,N
2023-08-25,14:50,A2,中和交流道-土城交流道,國道3號,N
2023-08-31,14:40,A2,土城交流道-樹林交流道,國道3號,N
2023-08-02,01:05,A2,鶯歌系統交流道-大溪交流道,國道3號,N
2023-08-05,17:50,A2,大溪交流道-龍潭交流道,國道3號,N
2023-08-09,04:45,A2,鶯歌系統交流道-大溪交流道,國道3號,S
2023-08-10,17:25,A2,龍潭交流道-高原交流道,國道3號,S
2023-08-12,16:15,A2,鶯歌系統交流道-大溪交流道,國道3號,N
2023-08-14,23:45,A2,鶯歌系統交流道-大溪交流道,國道3號,N
2023-08-10,17:25,A2,龍潭交流道-高原交流道,國道3號,S
2023-08-10,13:05,A2,鶯歌系統交流道-大溪交流道,國道3號,S
2023-08-12,20:40,A2,大溪交流道-龍潭交流道,國道3號,S
2023-08-23,14:55,A2,鶯歌系統交流道-大溪交流道,國道3號,N
2023-08-26,10:50,A2,大溪交流道-龍潭交流道,國道3號,N
2023-08-28,21:30,A2,高原交流道-關西交流道,國道3號,N
2023-08-01,21:25,A2,高原交流道-關西交流道,國道3號,N
2023-08-06,15:10,A2,關西交流道-竹林交流道,國道3號,N
2023-08-12,10:50,A2,關西交流道-竹林交流道,國道3號,N
2023-08-12,11:45,A2,竹林交流道-寶山交流道,國道3號,N
2023-08-16,12:10,A2,竹林交流道-寶山交流道,國道3號,N
2023-08-19,16:50,A2,竹林交流道-寶山交流道,國道3號,N
2023-08-30,23:55,A2,寶山交流道-新竹系統交流道,國道3號,S
2023-08-07,16:55,A2,田寮交流道-燕巢系統交流道,國道3號,N
2023-08-05,05:50,A2,屏東交流道-長治交流道,國道3號,N
2023-08-05,20:30,A2,麟洛交流道-竹田系統交流道,國道3號,N
2023-08-08,07:30,A2,燕巢系統交流道-九如交流道,國道3號,S
2023-08-14,14:15,A2,九如交流道-屏東交流道,國道3號,S
2023-08-23,20:50,A2,屏東交流道-長治交流道,國道3號,N
2023-08-24,15:35,A2,屏東交流道-長治交流道,國道3號,N
2023-08-16,00:15,A2,長治交流道-麟洛交流道,國道3號,S
2023-08-01,12:10,A2,岡山交流道-楠梓交流道,國道1號,N
2023-08-04,10:15,A2,岡山交流道-楠梓交流道,國道1號,S
2023-08-06,06:30,A2,鼎金系統交流道-高雄交流道,國道1號,N
2023-08-06,09:30,A2,路竹交流道-高科交流道,國道1號,S
2023-08-07,05:40,A2,鼎金系統交流道-高雄交流道,國道1號,N
2023-08-09,08:30,A2,高雄交流道-瑞隆路出口匝道,國道1號,N
2023-08-12,16:40,A2,高雄交流道-瑞隆路出口匝道,國道1號,N
2023-08-13,18:25,A2,路竹交流道-高科交流道,國道1號,S
